Any,Data,Codi_Postal,Sector_Economic,Tram_Horari,Valor
2025,2025-01-19,08011,Residencial,De 18:00:00 a 23:59:59 h,19235
2025,2025-01-19,08011,Residencial,No consta,0
2025,2025-01-19,08011,Serveis,De 00:00:00 a 05:59:59 h,23541
2025,2025-01-19,08011,Serveis,De 06:00:00 a 11:59:59 h,27242
2025,2025-01-19,08011,Serveis,De 12:00:00 a 17:59:59 h,30338
2025,2025-01-19,08011,Serveis,De 18:00:00 a 23:59:59 h,27841
2025,2025-01-19,08011,Serveis,No consta,0
2025,2025-01-19,08012,Indústria,De 00:00:00 a 05:59:59 h,894
2025,2025-01-19,08012,Indústria,De 06:00:00 a 11:59:59 h,1108
2025,2025-01-19,08012,Indústria,De 12:00:00 a 17:59:59 h,1013
2025,2025-01-19,08012,Indústria,De 18:00:00 a 23:59:59 h,973
2025,2025-01-19,08012,Indústria,No consta,0
2025,2025-01-19,08012,Residencial,De 00:00:00 a 05:59:59 h,26410
2025,2025-01-19,08012,Residencial,De 06:00:00 a 11:59:59 h,40799
2025,2025-01-19,08012,Residencial,De 12:00:00 a 17:59:59 h,53981
2025,2025-01-19,08012,Residencial,De 18:00:00 a 23:59:59 h,57189
2025,2025-01-19,08012,Residencial,No consta,0
2025,2025-01-19,08012,Serveis,De 00:00:00 a 05:59:59 h,14108
2025,2025-01-19,08012,Serveis,De 06:00:00 a 11:59:59 h,17978
2025,2025-01-19,08012,Serveis,De 12:00:00 a 17:59:59 h,22889
2025,2025-01-19,08012,Serveis,De 18:00:00 a 23:59:59 h,21184
2025,2025-01-19,08012,Serveis,No consta,0
2025,2025-01-19,08013,Indústria,De 00:00:00 a 05:59:59 h,1475
2025,2025-01-19,08013,Indústria,De 06:00:00 a 11:59:59 h,1836
2025,2025-01-19,08013,Indústria,De 12:00:00 a 17:59:59 h,1906
2025,2025-01-19,08013,Indústria,De 18:00:00 a 23:59:59 h,1657
2025,2025-01-19,08013,Indústria,No consta,0
2025,2025-01-19,08013,Residencial,De 00:00:00 a 05:59:59 h,47630
2025,2025-01-19,08013,Residencial,De 06:00:00 a 11:59:59 h,74717
2025,2025-01-19,08013,Residencial,De 12:00:00 a 17:59:59 h,100674
2025,2025-01-19,08013,Residencial,De 18:00:00 a 23:59:59 h,101331
2025,2025-01-19,08013,Residencial,No consta,0
2025,2025-01-19,08013,Serveis,De 00:00:00 a 05:59:59 h,55207
2025,2025-01-19,08013,Serveis,De 06:00:00 a 11:59:59 h,67587
2025,2025-01-19,08013,Serveis,De 12:00:00 a 17:59:59 h,80613
2025,2025-01-19,08013,Serveis,De 18:00:00 a 23:59:59 h,76097
2025,2025-01-19,08013,Serveis,No consta,0
2025,2025-01-19,08014,Indústria,De 00:00:00 a 05:59:59 h,789
2025,2025-01-19,08014,Indústria,De 06:00:00 a 11:59:59 h,988
2025,2025-01-19,08014,Indústria,De 12:00:00 a 17:59:59 h,1037
2025,2025-01-19,08014,Indústria,De 18:00:00 a 23:59:59 h,917
2025,2025-01-19,08014,Indústria,No consta,0
2025,2025-01-19,08014,Residencial,De 00:00:00 a 05:59:59 h,47301
2025,2025-01-19,08014,Residencial,De 06:00:00 a 11:59:59 h,75288
2025,2025-01-19,08014,Residencial,De 12:00:00 a 17:59:59 h,101222
2025,2025-01-19,08014,Residencial,De 18:00:00 a 23:59:59 h,103870
2025,2025-01-19,08014,Residencial,No consta,0
2025,2025-01-19,08014,Serveis,De 00:00:00 a 05:59:59 h,49715
2025,2025-01-19,08014,Serveis,De 06:00:00 a 11:59:59 h,56523
2025,2025-01-19,08014,Serveis,De 12:00:00 a 17:59:59 h,65343
2025,2025-01-19,08014,Serveis,De 18:00:00 a 23:59:59 h,61473
2025,2025-01-19,08014,Serveis,No consta,0
2025,2025-01-19,08015,Indústria,De 00:00:00 a 05:59:59 h,523
2025,2025-01-19,08015,Indústria,De 06:00:00 a 11:59:59 h,652
2025,2025-01-19,08015,Indústria,De 12:00:00 a 17:59:59 h,699
2025,2025-01-19,08015,Indústria,De 18:00:00 a 23:59:59 h,607
2025,2025-01-19,08015,Indústria,No consta,0
2025,2025-01-19,08015,Residencial,De 00:00:00 a 05:59:59 h,24630
2025,2025-01-19,08015,Residencial,De 06:00:00 a 11:59:59 h,38977
2025,2025-01-19,08015,Residencial,De 12:00:00 a 17:59:59 h,50856
2025,2025-01-19,08015,Residencial,De 18:00:00 a 23:59:59 h,52420
2025,2025-01-19,08015,Residencial,No consta,0
2025,2025-01-19,08015,Serveis,De 00:00:00 a 05:59:59 h,33752
2025,2025-01-19,08015,Serveis,De 06:00:00 a 11:59:59 h,39242
2025,2025-01-19,08015,Serveis,De 12:00:00 a 17:59:59 h,44575
2025,2025-01-19,08015,Serveis,De 18:00:00 a 23:59:59 h,41965
2025,2025-01-19,08015,Serveis,No consta,0
2025,2025-01-19,08016,Indústria,De 00:00:00 a 05:59:59 h,297
2025,2025-01-19,08016,Indústria,De 06:00:00 a 11:59:59 h,456
2025,2025-01-19,08016,Indústria,De 12:00:00 a 17:59:59 h,679
2025,2025-01-19,08016,Indústria,De 18:00:00 a 23:59:59 h,567
2025,2025-01-19,08016,Indústria,No consta,0
2025,2025-01-19,08016,Residencial,De 00:00:00 a 05:59:59 h,31765
2025,2025-01-19,08016,Residencial,De 06:00:00 a 11:59:59 h,54706
2025,2025-01-19,08016,Residencial,De 12:00:00 a 17:59:59 h,78008
2025,2025-01-19,08016,Residencial,De 18:00:00 a 23:59:59 h,75193
2025,2025-01-19,08016,Residencial,No consta,0
2025,2025-01-19,08016,Serveis,De 00:00:00 a 05:59:59 h,17950
2025,2025-01-19,08016,Serveis,De 06:00:00 a 11:59:59 h,20099
2025,2025-01-19,08016,Serveis,De 12:00:00 a 17:59:59 h,22282
2025,2025-01-19,08016,Serveis,De 18:00:00 a 23:59:59 h,22253
2025,2025-01-19,08016,Serveis,No consta,0
2025,2025-01-19,08017,Indústria,De 00:00:00 a 05:59:59 h,338
2025,2025-01-19,08017,Indústria,De 06:00:00 a 11:59:59 h,509
2025,2025-01-19,08017,Indústria,De 12:00:00 a 17:59:59 h,464
2025,2025-01-19,08017,Indústria,De 18:00:00 a 23:59:59 h,404
2025,2025-01-19,08017,Indústria,No consta,0
2025,2025-01-19,08017,Residencial,De 00:00:00 a 05:59:59 h,31099
2025,2025-01-19,08017,Residencial,De 06:00:00 a 11:59:59 h,42557
2025,2025-01-19,08017,Residencial,De 12:00:00 a 17:59:59 h,51529
2025,2025-01-19,08017,Residencial,De 18:00:00 a 23:59:59 h,55424
2025,2025-01-19,08017,Residencial,No consta,0
2025,2025-01-19,08017,Serveis,De 00:00:00 a 05:59:59 h,38968
2025,2025-01-19,08017,Serveis,De 06:00:00 a 11:59:59 h,46523
2025,2025-01-19,08017,Serveis,De 12:00:00 a 17:59:59 h,50623
2025,2025-01-19,08017,Serveis,De 18:00:00 a 23:59:59 h,49679
2025,2025-01-19,08017,Serveis,No consta,0
2025,2025-01-19,08018,Indústria,De 00:00:00 a 05:59:59 h,2594
2025,2025-01-19,08018,Indústria,De 06:00:00 a 11:59:59 h,2691
2025,2025-01-19,08018,Indústria,De 12:00:00 a 17:59:59 h,2923
2025,2025-01-19,08018,Indústria,De 18:00:00 a 23:59:59 h,2904
2025,2025-01-19,08018,Indústria,No consta,0
2025,2025-01-19,08018,Residencial,De 00:00:00 a 05:59:59 h,39860
2025,2025-01-19,08018,Residencial,De 06:00:00 a 11:59:59 h,62214
2025,2025-01-19,08018,Residencial,De 12:00:00 a 17:59:59 h,79404
2025,2025-01-19,08018,Residencial,De 18:00:00 a 23:59:59 h,78970
2025,2025-01-19,08018,Residencial,No consta,0
2025,2025-01-19,08018,Serveis,De 00:00:00 a 05:59:59 h,50463
2025,2025-01-19,08018,Serveis,De 06:00:00 a 11:59:59 h,54823
2025,2025-01-19,08018,Serveis,De 12:00:00 a 17:59:59 h,61243
2025,2025-01-19,08018,Serveis,De 18:00:00 a 23:59:59 h,60213
2025,2025-01-19,08018,Serveis,No consta,0
2025,2025-01-19,08019,Indústria,De 00:00:00 a 05:59:59 h,507
2025,2025-01-19,08019,Indústria,De 06:00:00 a 11:59:59 h,572
2025,2025-01-19,08019,Indústria,De 12:00:00 a 17:59:59 h,573
2025,2025-01-19,08019,Indústria,De 18:00:00 a 23:59:59 h,594
2025,2025-01-19,08019,Indústria,No consta,0
2025,2025-01-19,08019,Residencial,De 00:00:00 a 05:59:59 h,19866
2025,2025-01-19,08019,Residencial,De 06:00:00 a 11:59:59 h,30830
2025,2025-01-19,08019,Residencial,De 12:00:00 a 17:59:59 h,40678
2025,2025-01-19,08019,Residencial,De 18:00:00 a 23:59:59 h,40443
2025,2025-01-19,08019,Residencial,No consta,0
2025,2025-01-19,08019,Serveis,De 00:00:00 a 05:59:59 h,13081
2025,2025-01-19,08019,Serveis,De 06:00:00 a 11:59:59 h,13802
2025,2025-01-19,08019,Serveis,De 12:00:00 a 17:59:59 h,14540
2025,2025-01-19,08019,Serveis,De 18:00:00 a 23:59:59 h,16245
2025,2025-01-19,08019,Serveis,No consta,0
2025,2025-01-19,08020,Indústria,De 00:00:00 a 05:59:59 h,2046
2025,2025-01-19,08020,Indústria,De 06:00:00 a 11:59:59 h,2482
2025,2025-01-19,08020,Indústria,De 12:00:00 a 17:59:59 h,2392
2025,2025-01-19,08020,Indústria,De 18:00:00 a 23:59:59 h,2534
2025,2025-01-19,08020,Indústria,No consta,0
2025,2025-01-19,08020,Residencial,De 00:00:00 a 05:59:59 h,33788
2025,2025-01-19,08020,Residencial,De 06:00:00 a 11:59:59 h,55570
2025,2025-01-19,08020,Residencial,De 12:00:00 a 17:59:59 h,74962
2025,2025-01-19,08020,Residencial,De 18:00:00 a 23:59:59 h,74169
2025,2025-01-19,08020,Residencial,No consta,0
2025,2025-01-19,08020,Serveis,De 00:00:00 a 05:59:59 h,73202
2025,2025-01-19,08020,Serveis,De 06:00:00 a 11:59:59 h,70810
2025,2025-01-19,08020,Serveis,De 12:00:00 a 17:59:59 h,79553
2025,2025-01-19,08020,Serveis,De 18:00:00 a 23:59:59 h,82303
2025,2025-01-19,08020,Serveis,No consta,0
2025,2025-01-19,08021,Indústria,De 00:00:00 a 05:59:59 h,881
2025,2025-01-19,08021,Indústria,De 06:00:00 a 11:59:59 h,1288
2025,2025-01-19,08021,Indústria,De 12:00:00 a 17:59:59 h,966
2025,2025-01-19,08021,Indústria,De 18:00:00 a 23:59:59 h,824
2025,2025-01-19,08021,Indústria,No consta,0
2025,2025-01-19,08021,Residencial,De 00:00:00 a 05:59:59 h,27409
2025,2025-01-19,08021,Residencial,De 06:00:00 a 11:59:59 h,40685
2025,2025-01-19,08021,Residencial,De 12:00:00 a 17:59:59 h,51744
2025,2025-01-19,08021,Residencial,De 18:00:00 a 23:59:59 h,54509
2025,2025-01-19,08021,Residencial,No consta,0
2025,2025-01-19,08021,Serveis,De 00:00:00 a 05:59:59 h,19431
2025,2025-01-19,08021,Serveis,De 06:00:00 a 11:59:59 h,22691
2025,2025-01-19,08021,Serveis,De 12:00:00 a 17:59:59 h,27127
2025,2025-01-19,08021,Serveis,De 18:00:00 a 23:59:59 h,25270
2025,2025-01-19,08021,Serveis,No consta,0
2025,2025-01-19,08022,Indústria,De 00:00:00 a 05:59:59 h,955
2025,2025-01-19,08022,Indústria,De 06:00:00 a 11:59:59 h,775
2025,2025-01-19,08022,Indústria,De 12:00:00 a 17:59:59 h,755
2025,2025-01-19,08022,Indústria,De 18:00:00 a 23:59:59 h,1068
2025,2025-01-19,08022,Indústria,No consta,0
2025,2025-01-19,08022,Residencial,De 00:00:00 a 05:59:59 h,17419
2025,2025-01-19,08022,Residencial,De 06:00:00 a 11:59:59 h,26747
2025,2025-01-19,08022,Residencial,De 12:00:00 a 17:59:59 h,33571
2025,2025-01-19,08022,Residencial,De 18:00:00 a 23:59:59 h,35260
2025,2025-01-19,08022,Residencial,No consta,0
2025,2025-01-19,08022,Serveis,De 00:00:00 a 05:59:59 h,18413
2025,2025-01-19,08022,Serveis,De 06:00:00 a 11:59:59 h,23815
2025,2025-01-19,08022,Serveis,De 12:00:00 a 17:59:59 h,27139
2025,2025-01-19,08022,Serveis,De 18:00:00 a 23:59:59 h,24284
2025,2025-01-19,08022,Serveis,No consta,0
2025,2025-01-19,08023,Indústria,De 00:00:00 a 05:59:59 h,157
2025,2025-01-19,08023,Indústria,De 06:00:00 a 11:59:59 h,229
2025,2025-01-19,08023,Indústria,De 12:00:00 a 17:59:59 h,262
2025,2025-01-19,08023,Indústria,De 18:00:00 a 23:59:59 h,235
2025,2025-01-19,08023,Indústria,No consta,0
2025,2025-01-19,08023,Residencial,De 00:00:00 a 05:59:59 h,30699
2025,2025-01-19,08023,Residencial,De 06:00:00 a 11:59:59 h,47869
2025,2025-01-19,08023,Residencial,De 12:00:00 a 17:59:59 h,62445
2025,2025-01-19,08023,Residencial,De 18:00:00 a 23:59:59 h,64548
2025,2025-01-19,08023,Residencial,No consta,0
2025,2025-01-19,08023,Serveis,De 00:00:00 a 05:59:59 h,21843
2025,2025-01-19,08023,Serveis,De 06:00:00 a 11:59:59 h,26171
2025,2025-01-19,08023,Serveis,De 12:00:00 a 17:59:59 h,27704
2025,2025-01-19,08023,Serveis,De 18:00:00 a 23:59:59 h,27010
2025,2025-01-19,08023,Serveis,No consta,0
2025,2025-01-19,08024,Indústria,De 00:00:00 a 05:59:59 h,1413
2025,2025-01-19,08024,Indústria,De 06:00:00 a 11:59:59 h,1629
2025,2025-01-19,08024,Indústria,De 12:00:00 a 17:59:59 h,1665
2025,2025-01-19,08024,Indústria,De 18:00:00 a 23:59:59 h,1491
2025,2025-01-19,08024,Indústria,No consta,0
2025,2025-01-19,08024,Residencial,De 00:00:00 a 05:59:59 h,45421
2025,2025-01-19,08024,Residencial,De 06:00:00 a 11:59:59 h,74129
2025,2025-01-19,08024,Residencial,De 12:00:00 a 17:59:59 h,98575
2025,2025-01-19,08024,Residencial,De 18:00:00 a 23:59:59 h,99989
2025,2025-01-19,08024,Residencial,No consta,0
2025,2025-01-19,08024,Serveis,De 00:00:00 a 05:59:59 h,28431
2025,2025-01-19,08024,Serveis,De 06:00:00 a 11:59:59 h,35404
2025,2025-01-19,08024,Serveis,De 12:00:00 a 17:59:59 h,41789
2025,2025-01-19,08024,Serveis,De 18:00:00 a 23:59:59 h,36745
2025,2025-01-19,08024,Serveis,No consta,0
2025,2025-01-19,08025,Indústria,De 00:00:00 a 05:59:59 h,638
2025,2025-01-19,08025,Indústria,De 06:00:00 a 11:59:59 h,966
2025,2025-01-19,08025,Indústria,De 12:00:00 a 17:59:59 h,1111
2025,2025-01-19,08025,Indústria,De 18:00:00 a 23:59:59 h,817
2025,2025-01-19,08025,Indústria,No consta,0
2025,2025-01-19,08025,Residencial,De 00:00:00 a 05:59:59 h,28091
2025,2025-01-19,08025,Residencial,De 06:00:00 a 11:59:59 h,44754
2025,2025-01-19,08025,Residencial,De 12:00:00 a 17:59:59 h,59959
2025,2025-01-19,08025,Residencial,De 18:00:00 a 23:59:59 h,61187
2025,2025-01-19,08025,Residencial,No consta,0
2025,2025-01-19,08025,Serveis,De 00:00:00 a 05:59:59 h,34277
2025,2025-01-19,08025,Serveis,De 06:00:00 a 11:59:59 h,40102
2025,2025-01-19,08025,Serveis,De 12:00:00 a 17:59:59 h,44117
2025,2025-01-19,08025,Serveis,De 18:00:00 a 23:59:59 h,41132
2025,2025-01-19,08025,Serveis,No consta,0
2025,2025-01-19,08026,Indústria,De 00:00:00 a 05:59:59 h,210
2025,2025-01-19,08026,Indústria,De 06:00:00 a 11:59:59 h,287
2025,2025-01-19,08026,Indústria,De 12:00:00 a 17:59:59 h,377
2025,2025-01-19,08026,Indústria,De 18:00:00 a 23:59:59 h,364
2025,2025-01-19,08026,Indústria,No consta,0
2025,2025-01-19,08026,Residencial,De 00:00:00 a 05:59:59 h,24816
2025,2025-01-19,08026,Residencial,De 06:00:00 a 11:59:59 h,39553
2025,2025-01-19,08026,Residencial,De 12:00:00 a 17:59:59 h,53780
2025,2025-01-19,08026,Residencial,De 18:00:00 a 23:59:59 h,53333
2025,2025-01-19,08026,Residencial,No consta,0
2025,2025-01-19,08026,Serveis,De 00:00:00 a 05:59:59 h,17693
2025,2025-01-19,08026,Serveis,De 06:00:00 a 11:59:59 h,21389
2025,2025-01-19,08026,Serveis,De 12:00:00 a 17:59:59 h,25225
2025,2025-01-19,08026,Serveis,De 18:00:00 a 23:59:59 h,25058
2025,2025-01-19,08026,Serveis,No consta,0
2025,2025-01-19,08027,Indústria,De 00:00:00 a 05:59:59 h,139
2025,2025-01-19,08027,Indústria,De 06:00:00 a 11:59:59 h,184
2025,2025-01-19,08027,Indústria,De 12:00:00 a 17:59:59 h,208
2025,2025-01-19,08027,Indústria,De 18:00:00 a 23:59:59 h,176
2025,2025-01-19,08027,Indústria,No consta,0
2025,2025-01-19,08027,Residencial,De 00:00:00 a 05:59:59 h,35345
2025,2025-01-19,08027,Residencial,De 06:00:00 a 11:59:59 h,58612
2025,2025-01-19,08027,Residencial,De 12:00:00 a 17:59:59 h,80827
2025,2025-01-19,08027,Residencial,De 18:00:00 a 23:59:59 h,79578
2025,2025-01-19,08027,Residencial,No consta,0
2025,2025-01-19,08027,Serveis,De 00:00:00 a 05:59:59 h,27197
2025,2025-01-19,08027,Serveis,De 06:00:00 a 11:59:59 h,29592
2025,2025-01-19,08027,Serveis,De 12:00:00 a 17:59:59 h,33548
2025,2025-01-19,08027,Serveis,De 18:00:00 a 23:59:59 h,31849
2025,2025-01-19,08027,Serveis,No consta,0
2025,2025-01-19,08028,Indústria,De 00:00:00 a 05:59:59 h,527
2025,2025-01-19,08028,Indústria,De 06:00:00 a 11:59:59 h,845
2025,2025-01-19,08028,Indústria,De 12:00:00 a 17:59:59 h,876
2025,2025-01-19,08028,Indústria,De 18:00:00 a 23:59:59 h,681
2025,2025-01-19,08028,Indústria,No consta,0
2025,2025-01-19,08028,Residencial,De 00:00:00 a 05:59:59 h,40340
2025,2025-01-19,08028,Residencial,De 06:00:00 a 11:59:59 h,65832
2025,2025-01-19,08028,Residencial,De 12:00:00 a 17:59:59 h,89525
2025,2025-01-19,08028,Residencial,De 18:00:00 a 23:59:59 h,91204
2025,2025-01-19,08028,Residencial,No consta,0
2025,2025-01-19,08028,Serveis,De 00:00:00 a 05:59:59 h,50370
2025,2025-01-19,08028,Serveis,De 06:00:00 a 11:59:59 h,58992
2025,2025-01-19,08028,Serveis,De 12:00:00 a 17:59:59 h,62669
2025,2025-01-19,08028,Serveis,De 18:00:00 a 23:59:59 h,59111
2025,2025-01-19,08028,Serveis,No consta,0
2025,2025-01-19,08029,Indústria,De 00:00:00 a 05:59:59 h,854
2025,2025-01-19,08029,Indústria,De 06:00:00 a 11:59:59 h,1178
2025,2025-01-19,08029,Indústria,De 12:00:00 a 17:59:59 h,1149
2025,2025-01-19,08029,Indústria,De 18:00:00 a 23:59:59 h,926
2025,2025-01-19,08029,Indústria,No consta,0
2025,2025-01-19,08029,Residencial,De 00:00:00 a 05:59:59 h,49819
2025,2025-01-19,08029,Residencial,De 06:00:00 a 11:59:59 h,77468
2025,2025-01-19,08029,Residencial,De 12:00:00 a 17:59:59 h,101406
2025,2025-01-19,08029,Residencial,De 18:00:00 a 23:59:59 h,101614
2025,2025-01-19,08029,Residencial,No consta,0
2025,2025-01-19,08029,Serveis,De 00:00:00 a 05:59:59 h,44404
2025,2025-01-19,08029,Serveis,De 06:00:00 a 11:59:59 h,56732
2025,2025-01-19,08029,Serveis,De 12:00:00 a 17:59:59 h,64258
2025,2025-01-19,08029,Serveis,De 18:00:00 a 23:59:59 h,57134
2025,2025-01-19,08029,Serveis,No consta,0
2025,2025-01-19,08030,Indústria,De 00:00:00 a 05:59:59 h,35030
2025,2025-01-19,08030,Indústria,De 06:00:00 a 11:59:59 h,36244
2025,2025-01-19,08030,Indústria,De 12:00:00 a 17:59:59 h,34872
2025,2025-01-19,08030,Indústria,De 18:00:00 a 23:59:59 h,35703
2025,2025-01-19,08030,Indústria,No consta,0
2025,2025-01-19,08030,Residencial,De 00:00:00 a 05:59:59 h,48018
2025,2025-01-19,08030,Residencial,De 06:00:00 a 11:59:59 h,82551
2025,2025-01-19,08030,Residencial,De 12:00:00 a 17:59:59 h,114086
2025,2025-01-19,08030,Residencial,De 18:00:00 a 23:59:59 h,110793
2025,2025-01-19,08030,Residencial,No consta,0
2025,2025-01-19,08030,Serveis,De 00:00:00 a 05:59:59 h,70573
2025,2025-01-19,08030,Serveis,De 06:00:00 a 11:59:59 h,88397
2025,2025-01-19,08030,Serveis,De 12:00:00 a 17:59:59 h,103433
2025,2025-01-19,08030,Serveis,De 18:00:00 a 23:59:59 h,100055
2025,2025-01-19,08030,Serveis,No consta,0
2025,2025-01-19,08031,Indústria,De 00:00:00 a 05:59:59 h,262
2025,2025-01-19,08031,Indústria,De 06:00:00 a 11:59:59 h,320
2025,2025-01-19,08031,Indústria,De 12:00:00 a 17:59:59 h,346
2025,2025-01-19,08031,Indústria,De 18:00:00 a 23:59:59 h,346
2025,2025-01-19,08031,Indústria,No consta,0
2025,2025-01-19,08031,Residencial,De 00:00:00 a 05:59:59 h,23188
2025,2025-01-19,08031,Residencial,De 06:00:00 a 11:59:59 h,38869
2025,2025-01-19,08031,Residencial,De 12:00:00 a 17:59:59 h,54470
2025,2025-01-19,08031,Residencial,De 18:00:00 a 23:59:59 h,52701
2025,2025-01-19,08031,Residencial,No consta,0
2025,2025-01-19,08031,Serveis,De 00:00:00 a 05:59:59 h,17465
2025,2025-01-19,08031,Serveis,De 06:00:00 a 11:59:59 h,18579
2025,2025-01-19,08031,Serveis,De 12:00:00 a 17:59:59 h,20887
2025,2025-01-19,08031,Serveis,De 18:00:00 a 23:59:59 h,19163
2025,2025-01-19,08031,Serveis,No consta,0
2025,2025-01-19,08032,Indústria,De 00:00:00 a 05:59:59 h,136
2025,2025-01-19,08032,Indústria,De 06:00:00 a 11:59:59 h,152
2025,2025-01-19,08032,Indústria,De 12:00:00 a 17:59:59 h,183
2025,2025-01-19,08032,Indústria,De 18:00:00 a 23:59:59 h,160
2025,2025-01-19,08032,Indústria,No consta,0
2025,2025-01-19,08032,Residencial,De 00:00:00 a 05:59:59 h,28862
2025,2025-01-19,08032,Residencial,De 06:00:00 a 11:59:59 h,47509
2025,2025-01-19,08032,Residencial,De 12:00:00 a 17:59:59 h,67192
2025,2025-01-19,08032,Residencial,De 18:00:00 a 23:59:59 h,65918
2025,2025-01-19,08032,Residencial,No consta,0
2025,2025-01-19,08032,Serveis,De 00:00:00 a 05:59:59 h,9573
2025,2025-01-19,08032,Serveis,De 06:00:00 a 11:59:59 h,12361
2025,2025-01-19,08032,Serveis,De 12:00:00 a 17:59:59 h,13330
2025,2025-01-19,08032,Serveis,De 18:00:00 a 23:59:59 h,12542
2025,2025-01-19,08032,Serveis,No consta,0
2025,2025-01-19,08033,Indústria,De 00:00:00 a 05:59:59 h,21
2025,2025-01-19,08033,Indústria,De 06:00:00 a 11:59:59 h,45
2025,2025-01-19,08033,Indústria,De 12:00:00 a 17:59:59 h,52
2025,2025-01-19,08033,Indústria,De 18:00:00 a 23:59:59 h,48
2025,2025-01-19,08033,Indústria,No consta,0
2025,2025-01-19,08033,Residencial,De 00:00:00 a 05:59:59 h,14272
2025,2025-01-19,08033,Residencial,De 06:00:00 a 11:59:59 h,22869
2025,2025-01-19,08033,Residencial,De 12:00:00 a 17:59:59 h,32173
2025,2025-01-19,08033,Residencial,De 18:00:00 a 23:59:59 h,30672
2025,2025-01-19,08033,Residencial,No consta,0
2025,2025-01-19,08033,Serveis,De 00:00:00 a 05:59:59 h,9100
2025,2025-01-19,08033,Serveis,De 06:00:00 a 11:59:59 h,9366
2025,2025-01-19,08033,Serveis,De 12:00:00 a 17:59:59 h,9383
2025,2025-01-19,08033,Serveis,De 18:00:00 a 23:59:59 h,10452
2025,2025-01-19,08033,Serveis,No consta,0
2025,2025-01-19,08034,Indústria,De 00:00:00 a 05:59:59 h,460
2025,2025-01-19,08034,Indústria,De 06:00:00 a 11:59:59 h,595
2025,2025-01-19,08034,Indústria,De 12:00:00 a 17:59:59 h,590
2025,2025-01-19,08034,Indústria,De 18:00:00 a 23:59:59 h,484
2025,2025-01-19,08034,Indústria,No consta,0
2025,2025-01-19,08034,Residencial,De 00:00:00 a 05:59:59 h,34951
2025,2025-01-19,08034,Residencial,De 06:00:00 a 11:59:59 h,49951
2025,2025-01-19,08034,Residencial,De 12:00:00 a 17:59:59 h,61633
2025,2025-01-19,08034,Residencial,De 18:00:00 a 23:59:59 h,65815
2025,2025-01-19,08034,Residencial,No consta,0
2025,2025-01-19,08034,Serveis,De 00:00:00 a 05:59:59 h,83318
2025,2025-01-19,08034,Serveis,De 06:00:00 a 11:59:59 h,85366
2025,2025-01-19,08034,Serveis,De 12:00:00 a 17:59:59 h,88706
2025,2025-01-19,08034,Serveis,De 18:00:00 a 23:59:59 h,88896
2025,2025-01-19,08034,Serveis,No consta,0
2025,2025-01-19,08035,Indústria,De 00:00:00 a 05:59:59 h,265
2025,2025-01-19,08035,Indústria,De 06:00:00 a 11:59:59 h,392
2025,2025-01-19,08035,Indústria,De 12:00:00 a 17:59:59 h,420
2025,2025-01-19,08035,Indústria,De 18:00:00 a 23:59:59 h,367
2025,2025-01-19,08035,Indústria,No consta,0
2025,2025-01-19,08035,Residencial,De 00:00:00 a 05:59:59 h,26531
2025,2025-01-19,08035,Residencial,De 06:00:00 a 11:59:59 h,42130
2025,2025-01-19,08035,Residencial,De 12:00:00 a 17:59:59 h,56580
2025,2025-01-19,08035,Residencial,De 18:00:00 a 23:59:59 h,56739
2025,2025-01-19,08035,Residencial,No consta,0
2025,2025-01-19,08035,Serveis,De 00:00:00 a 05:59:59 h,50941
2025,2025-01-19,08035,Serveis,De 06:00:00 a 11:59:59 h,54209
2025,2025-01-19,08035,Serveis,De 12:00:00 a 17:59:59 h,59421
2025,2025-01-19,08035,Serveis,De 18:00:00 a 23:59:59 h,60356
2025,2025-01-19,08035,Serveis,No consta,0
2025,2025-01-19,08036,Indústria,De 00:00:00 a 05:59:59 h,1221
2025,2025-01-19,08036,Indústria,De 06:00:00 a 11:59:59 h,1435
2025,2025-01-19,08036,Indústria,De 12:00:00 a 17:59:59 h,1755
2025,2025-01-19,08036,Indústria,De 18:00:00 a 23:59:59 h,1702
2025,2025-01-19,08036,Indústria,No consta,0
2025,2025-01-19,08036,Residencial,De 00:00:00 a 05:59:59 h,28633
2025,2025-01-19,08036,Residencial,De 06:00:00 a 11:59:59 h,40548
2025,2025-01-19,08036,Residencial,De 12:00:00 a 17:59:59 h,50928
2025,2025-01-19,08036,Residencial,De 18:00:00 a 23:59:59 h,51522
2025,2025-01-19,08036,Residencial,No consta,0
2025,2025-01-19,08036,Serveis,De 00:00:00 a 05:59:59 h,76778
2025,2025-01-19,08036,Serveis,De 06:00:00 a 11:59:59 h,87841
2025,2025-01-19,08036,Serveis,De 12:00:00 a 17:59:59 h,101372
2025,2025-01-19,08036,Serveis,De 18:00:00 a 23:59:59 h,98117
2025,2025-01-19,08036,Serveis,No consta,0
2025,2025-01-19,08037,Indústria,De 00:00:00 a 05:59:59 h,130
2025,2025-01-19,08037,Indústria,De 06:00:00 a 11:59:59 h,174
2025,2025-01-19,08037,Indústria,De 12:00:00 a 17:59:59 h,168
2025,2025-01-19,08037,Indústria,De 18:00:00 a 23:59:59 h,177
2025,2025-01-19,08037,Indústria,No consta,0
2025,2025-01-19,08037,Residencial,De 00:00:00 a 05:59:59 h,4809
2025,2025-01-19,08037,Residencial,De 06:00:00 a 11:59:59 h,7054
